School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,1146,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,97,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,181,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,56,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,159,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,29,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,47,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,26,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,50,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,21,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,11,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,52,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,112,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,34,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303750,Issaquah School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,450,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,17,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,121,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,95,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,85,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,149,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,42,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,49,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,22,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,69,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,317,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,44,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,79,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303960,Kent School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,38,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,4,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,3,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,1761,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,385,,,Homeless Students,Children with disabilities,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,178,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,7,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,278,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,27,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,57,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,446,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,323,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,128,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,380,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,400,,,Homeless Students,White,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,1370,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,133,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,183,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,75,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,10,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,20,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,36,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300313,Lake Washington Institute of Technology,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,286,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,65,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,78,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,73,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,116,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,37,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,56,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,134,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,27,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,109,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304230,Lake Washington School District,,,655,Homeless Students Enrolled,16,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,14,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,4,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,12,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5304980,Mercer Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,116,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,19,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,35,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,25,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,9,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,73,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,24,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5305910,Northshore School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,7,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300335,Rainier Prep Charter School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,577,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,14,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,28,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,164,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,129,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,144,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,219,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,14,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,74,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,69,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,64,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,818,Young homeless children served by McKinney-Vento,63,,,Homeless Students,,,Age birth through 5 (not kindergarten),,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,423,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,25,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,112,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307230,Renton School District,,,655,Homeless Students Enrolled,17,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,4,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,4,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,4,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,9,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5304560,Riverview School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,2186,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,24,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,124,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,829,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,447,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,611,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,684,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,51,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,30,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,254,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,164,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
