Year,Grade Level,Topic,Measure,Breakout,Breakout Value,% of students County,CI +/- County,% of students State,CI +/- State
2021,8,Mental Health,Depressive Feelings,Others Think I Have Disability,No,28.80%,2.50%,29.00%,1.60%
2021,8,Mental Health,Depressive Feelings,Others Think I Have Disability,Yes,67.90%,7.80%,65.90%,4.60%
2021,8,Mental Health,Depressive Feelings,Physical Activity Limited by Disability,No,30.90%,2.50%,31.30%,1.60%
2021,8,Mental Health,Depressive Feelings,Physical Activity Limited by Disability,Yes,57.10%,10.20%,60.60%,6.20%
2021,8,Mental Health,Depressive Feelings,Migrant Status,Non-migrant,32.60%,1.80%,33.50%,1.20%
2021,8,Mental Health,Depressive Feelings,Migrant Status,Migrant,43.90%,5.80%,47.70%,3.60%
2021,8,Mental Health,Depressive Feelings,Military Parents,Non-militrary,31.60%,2.60%,32.20%,1.80%
2021,8,Mental Health,Depressive Feelings,Military Parents,Military,37.30%,6.60%,37.90%,3.40%
2021,8,Mental Health,Depressive Feelings,Lost Home Due to Finances,No,33.00%,1.70%,34.80%,1.20%
2021,8,Mental Health,Depressive Feelings,Lost Home Due to Finances,Yes,55.40%,13.00%,52.10%,7.60%
2021,8,Mental Health,Depressive Feelings,Not Enough Money for Food in Past Year,No,32.20%,1.70%,33.50%,1.20%
2021,8,Mental Health,Depressive Feelings,Not Enough Money for Food in Past Year,Yes,64.00%,8.80%,64.70%,5.00%
2021,8,Mental Health,Contemplation of Suicide,Grades in School,Mostly A's,13.10%,1.70%,14.30%,1.20%
2021,8,Mental Health,Contemplation of Suicide,Grades in School,Mostly B's,20.70%,2.90%,17.70%,1.70%
2021,8,Mental Health,Contemplation of Suicide,Grades in School,Mostly C's,25.10%,4.60%,25.60%,2.70%
2021,8,Mental Health,Contemplation of Suicide,Grades in School,Mostly D's/F's,31.20%,5.30%,33.80%,3.40%
2021,8,Mental Health,Contemplation of Suicide,Gender Identity,Male,9.80%,1.60%,9.70%,1.00%
2021,8,Mental Health,Contemplation of Suicide,Gender Identity,Female,20.30%,2.40%,20.50%,1.60%
2021,8,Mental Health,Contemplation of Suicide,Gender Identity,Transgender,50.00%,24.50%,63.30%,12.20%
2021,8,Mental Health,Contemplation of Suicide,Sexual Orientation,Heterosexual,10.70%,1.50%,10.60%,0.90%
2021,8,Mental Health,Contemplation of Suicide,Sexual Orientation,Gay or Lesbian,40.70%,9.10%,41.50%,5.80%
2021,8,Mental Health,Contemplation of Suicide,Sexual Orientation,Bisexual,41.60%,5.40%,43.70%,3.50%
2021,8,Mental Health,Contemplation of Suicide,Sexual Orientation,Questioning,17.50%,4.90%,23.30%,4.00%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,Native American,20.00%,15.70%,19.60%,6.10%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,Asian,17.20%,3.20%,17.70%,3.20%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,Black,19.40%,5.30%,19.50%,4.80%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,Hispanic,21.50%,4.10%,14.40%,2.20%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,Pacific Islander,19.60%,11.50%,25.60%,9.70%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,White,15.50%,2.10%,18.80%,1.40%
2021,8,Mental Health,Contemplation of Suicide,Race/Ethnicity,Multi-race,24.50%,3.90%,23.80%,2.50%
2021,8,Mental Health,Contemplation of Suicide,Academic  Failure,Low Risk,14.00%,2.50%,14.60%,1.70%
2021,8,Mental Health,Contemplation of Suicide,Academic  Failure,High Risk,25.90%,3.30%,25.00%,2.20%
2021,8,Mental Health,Contemplation of Suicide,Low Commitment to School,Low Risk,9.70%,2.30%,10.10%,1.60%
2021,8,Mental Health,Contemplation of Suicide,Low Commitment to School,High Risk,26.40%,3.00%,26.40%,1.90%
2021,8,Mental Health,Contemplation of Suicide,Poor Family Management,Low Risk,13.90%,2.20%,14.50%,1.50%
2021,8,Mental Health,Contemplation of Suicide,Poor Family Management,High Risk,30.80%,4.10%,29.50%,2.70%
2021,8,Mental Health,Contemplation of Suicide,Favorable Attitudes Toward Drug Use,Low Risk,16.30%,2.20%,14.80%,1.50%
2021,8,Mental Health,Contemplation of Suicide,Favorable Attitudes Toward Drug Use,High Risk,26.60%,4.10%,29.60%,2.70%
2021,8,Mental Health,Contemplation of Suicide,Peers Attitudes Favorable Towards Drug Use,Low Risk,14.90%,2.10%,13.90%,1.30%
2021,8,Mental Health,Contemplation of Suicide,Peers Attitudes Favorable Towards Drug Use,High Risk,34.20%,4.90%,36.10%,3.20%
2021,8,Mental Health,Contemplation of Suicide,Any Disability,No,12.90%,2.00%,11.60%,1.30%
2021,8,Mental Health,Contemplation of Suicide,Any Disability,Yes,39.20%,5.60%,41.40%,3.50%
2021,8,Mental Health,Contemplation of Suicide,Physical Disability,No,17.80%,2.10%,17.10%,1.30%
2021,8,Mental Health,Contemplation of Suicide,Physical Disability,Yes,25.20%,8.40%,36.70%,5.90%
2021,8,Mental Health,Contemplation of Suicide,Emotional/Learning Disability,No,14.10%,1.90%,14.00%,1.30%
2021,8,Mental Health,Contemplation of Suicide,Emotional/Learning Disability,Yes,49.70%,7.60%,49.70%,4.70%
2021,8,Mental Health,Contemplation of Suicide,Others Think I Have Disability,No,14.90%,2.00%,14.40%,1.30%
2021,8,Mental Health,Contemplation of Suicide,Others Think I Have Disability,Yes,49.60%,8.40%,48.20%,4.90%
2021,8,Mental Health,Contemplation of Suicide,Physical Activity Limited by Disability,No,16.70%,2.00%,16.80%,1.30%
2021,8,Mental Health,Contemplation of Suicide,Physical Activity Limited by Disability,Yes,40.70%,10.10%,41.60%,6.30%
2021,8,Mental Health,Contemplation of Suicide,Migrant Status,Non-migrant,17.80%,1.50%,18.40%,1.00%
2021,8,Mental Health,Contemplation of Suicide,Migrant Status,Migrant,27.40%,5.30%,24.00%,3.10%
2021,8,Mental Health,Contemplation of Suicide,Military Parents,Non-militrary,17.30%,2.10%,17.30%,1.50%
2021,8,Mental Health,Contemplation of Suicide,Military Parents,Military,20.50%,5.60%,22.40%,2.90%
2021,8,Mental Health,Contemplation of Suicide,Lost Home Due to Finances,No,18.30%,1.40%,18.80%,0.90%
2021,8,Mental Health,Contemplation of Suicide,Lost Home Due to Finances,Yes,38.90%,13.00%,35.60%,7.40%
2021,8,Mental Health,Contemplation of Suicide,Not Enough Money for Food in Past Year,No,17.70%,1.40%,18.00%,0.90%
2021,8,Mental Health,Contemplation of Suicide,Not Enough Money for Food in Past Year,Yes,42.10%,9.10%,41.70%,5.20%
2021,8,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly A's,11.50%,2.40%,11.80%,1.60%
2021,8,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly B's,14.80%,3.50%,15.30%,2.30%
2021,8,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly C's,23.30%,6.60%,24.50%,3.90%
2021,8,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly D's/F's,21.10%,6.90%,27.90%,4.60%
2021,8,Mental Health,Plan to Attempt Suicide,Gender Identity,Male,8.40%,2.10%,8.30%,1.40%
2021,8,Mental Health,Plan to Attempt Suicide,Gender Identity,Female,14.60%,2.90%,17.00%,2.00%
2021,8,Mental Health,Plan to Attempt Suicide,Gender Identity,Transgender,38.50%,26.50%,51.50%,17.10%
2021,8,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Heterosexual,8.10%,1.80%,9.50%,1.20%
2021,8,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Gay or Lesbian,23.80%,10.50%,33.60%,7.70%
2021,8,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Bisexual,36.00%,7.40%,35.80%,4.70%
2021,8,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Questioning,12.70%,6.00%,17.30%,4.90%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Native American,7.70%,14.50%,18.80%,8.60%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Asian,13.30%,4.10%,13.90%,4.20%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Black,12.00%,6.60%,12.40%,5.90%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Hispanic,18.10%,5.80%,15.40%,3.20%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Pacific Islander,13.60%,14.40%,22.90%,13.90%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,White,12.80%,2.80%,15.60%,1.80%
2021,8,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Multi-race,18.60%,5.00%,20.80%,3.30%
2021,8,Mental Health,Plan to Attempt Suicide,Academic  Failure,Low Risk,30.00%,30.80%,0.00%,.
2021,8,Mental Health,Plan to Attempt Suicide,Academic  Failure,High Risk,25.00%,26.60%,22.20%,29.50%
2021,8,Mental Health,Plan to Attempt Suicide,Any Disability,No,10.20%,1.80%,10.30%,1.20%
2021,8,Mental Health,Plan to Attempt Suicide,Any Disability,Yes,32.50%,5.40%,36.60%,3.40%
2021,8,Mental Health,Plan to Attempt Suicide,Physical Disability,No,14.00%,1.90%,15.00%,1.30%
2021,8,Mental Health,Plan to Attempt Suicide,Physical Disability,Yes,24.30%,8.30%,32.30%,5.70%
2021,8,Mental Health,Plan to Attempt Suicide,Emotional/Learning Disability,No,11.00%,1.80%,12.30%,1.20%
2021,8,Mental Health,Plan to Attempt Suicide,Emotional/Learning Disability,Yes,42.20%,7.50%,44.10%,4.70%
2021,8,Mental Health,Plan to Attempt Suicide,Others Think I Have Disability,No,12.00%,1.80%,12.90%,1.20%
2021,8,Mental Health,Plan to Attempt Suicide,Others Think I Have Disability,Yes,40.90%,8.40%,41.80%,4.90%
2021,8,Mental Health,Plan to Attempt Suicide,Physical Activity Limited by Disability,No,13.20%,1.80%,14.80%,1.30%
2021,8,Mental Health,Plan to Attempt Suicide,Physical Activity Limited by Disability,Yes,35.90%,9.80%,38.70%,6.20%
2021,8,Mental Health,Plan to Attempt Suicide,Migrant Status,Non-migrant,14.00%,1.90%,15.20%,1.30%
2021,8,Mental Health,Plan to Attempt Suicide,Migrant Status,Migrant,18.70%,6.90%,22.70%,4.30%
2021,8,Mental Health,Plan to Attempt Suicide,Military Parents,Non-militrary,14.10%,2.00%,15.50%,1.40%
2021,8,Mental Health,Plan to Attempt Suicide,Military Parents,Military,16.90%,5.20%,19.00%,2.70%
2021,8,Mental Health,Plan to Attempt Suicide,Lost Home Due to Finances,No,14.20%,1.80%,15.70%,1.30%
2021,8,Mental Health,Plan to Attempt Suicide,Lost Home Due to Finances,Yes,36.40%,20.10%,36.50%,11.00%
2021,8,Mental Health,Plan to Attempt Suicide,Not Enough Money for Food in Past Year,No,13.60%,1.80%,15.00%,1.30%
2021,8,Mental Health,Plan to Attempt Suicide,Not Enough Money for Food in Past Year,Yes,36.40%,12.70%,43.00%,7.60%
2021,8,Mental Health,Attempted Suicide,Grades in School,Mostly A's,6.20%,1.80%,6.00%,1.20%
2021,8,Mental Health,Attempted Suicide,Grades in School,Mostly B's,8.10%,2.70%,7.30%,1.70%
2021,8,Mental Health,Attempted Suicide,Grades in School,Mostly C's,13.90%,5.40%,14.80%,3.20%
2021,8,Mental Health,Attempted Suicide,Grades in School,Mostly D's/F's,17.90%,6.50%,19.50%,4.00%
2021,8,Mental Health,Attempted Suicide,Gender Identity,Male,4.70%,1.60%,4.50%,1.00%
2021,8,Mental Health,Attempted Suicide,Gender Identity,Female,8.20%,2.20%,9.60%,1.50%
2021,8,Mental Health,Attempted Suicide,Gender Identity,Transgender,33.30%,26.70%,19.40%,13.90%
2021,8,Mental Health,Attempted Suicide,Sexual Orientation,Heterosexual,4.60%,1.40%,5.30%,0.90%
2021,8,Mental Health,Attempted Suicide,Sexual Orientation,Gay or Lesbian,17.20%,9.30%,26.60%,7.20%
2021,8,Mental Health,Attempted Suicide,Sexual Orientation,Bisexual,18.70%,5.90%,19.80%,3.90%
2021,8,Mental Health,Attempted Suicide,Sexual Orientation,Questioning,9.10%,5.10%,10.40%,3.90%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,Native American,7.70%,14.50%,16.90%,8.10%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,Asian,7.40%,3.10%,6.30%,2.90%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,Black,11.80%,6.60%,10.70%,5.50%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,Hispanic,15.50%,5.40%,10.10%,2.70%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,Pacific Islander,13.60%,14.40%,19.40%,12.90%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,White,5.10%,1.80%,7.30%,1.30%
2021,8,Mental Health,Attempted Suicide,Race/Ethnicity,Multi-race,10.70%,4.00%,12.20%,2.70%
2021,8,Mental Health,Attempted Suicide,Academic  Failure,Low Risk,9.10%,18.40%,0.00%,.
2021,8,Mental Health,Attempted Suicide,Academic  Failure,High Risk,16.70%,22.80%,0.00%,.
2021,8,Mental Health,Attempted Suicide,Any Disability,No,5.90%,1.40%,5.50%,0.90%
2021,8,Mental Health,Attempted Suicide,Any Disability,Yes,20.80%,4.70%,21.10%,2.90%
2021,8,Mental Health,Attempted Suicide,Physical Disability,No,8.60%,1.50%,8.30%,1.00%
2021,8,Mental Health,Attempted Suicide,Physical Disability,Yes,14.60%,6.80%,18.30%,4.70%
2021,8,Mental Health,Attempted Suicide,Emotional/Learning Disability,No,6.30%,1.40%,6.30%,0.90%
2021,8,Mental Health,Attempted Suicide,Emotional/Learning Disability,Yes,28.90%,6.90%,28.00%,4.20%
2021,8,Mental Health,Attempted Suicide,Others Think I Have Disability,No,7.20%,1.40%,6.90%,0.90%
2021,8,Mental Health,Attempted Suicide,Others Think I Have Disability,Yes,25.90%,7.40%,25.40%,4.30%
2021,8,Mental Health,Attempted Suicide,Physical Activity Limited by Disability,No,8.00%,1.50%,8.10%,1.00%
2021,8,Mental Health,Attempted Suicide,Physical Activity Limited by Disability,Yes,22.80%,8.60%,23.00%,5.40%
2021,8,Mental Health,Attempted Suicide,Migrant Status,Non-migrant,8.10%,1.50%,8.40%,1.00%
2021,8,Mental Health,Attempted Suicide,Migrant Status,Migrant,17.10%,6.70%,14.50%,3.60%
2021,8,Mental Health,Attempted Suicide,Military Parents,Non-militrary,7.80%,1.50%,8.70%,1.10%
2021,8,Mental Health,Attempted Suicide,Military Parents,Military,13.80%,4.70%,10.40%,2.10%
2021,8,Mental Health,Attempted Suicide,Lost Home Due to Finances,No,8.40%,1.50%,8.80%,1.00%
2021,8,Mental Health,Attempted Suicide,Lost Home Due to Finances,Yes,21.70%,16.90%,18.90%,8.90%
2021,8,Mental Health,Attempted Suicide,Not Enough Money for Food in Past Year,No,7.50%,1.40%,7.90%,0.90%
2021,8,Mental Health,Attempted Suicide,Not Enough Money for Food in Past Year,Yes,32.70%,12.40%,31.30%,7.10%
2021,10,Mental Health,Adults to Turn to When Depressed,Grades in School,Mostly A's,58.70%,2.90%,55.20%,2.10%
2021,10,Mental Health,Adults to Turn to When Depressed,Grades in School,Mostly B's,55.00%,5.00%,49.70%,3.10%
2021,10,Mental Health,Adults to Turn to When Depressed,Grades in School,Mostly C's,45.50%,7.40%,45.30%,3.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Grades in School,Mostly D's/F's,34.10%,9.90%,37.40%,4.50%
2021,10,Mental Health,Adults to Turn to When Depressed,Gender Identity,Male,54.30%,3.30%,47.90%,2.20%
2021,10,Mental Health,Adults to Turn to When Depressed,Gender Identity,Female,59.30%,3.50%,55.10%,2.30%
2021,10,Mental Health,Adults to Turn to When Depressed,Gender Identity,Transgender,36.40%,28.50%,41.40%,17.90%
2021,10,Mental Health,Adults to Turn to When Depressed,Sexual Orientation,Heterosexual,57.00%,2.80%,51.20%,1.80%
2021,10,Mental Health,Adults to Turn to When Depressed,Sexual Orientation,Gay or Lesbian,50.00%,11.60%,46.90%,7.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Sexual Orientation,Bisexual,50.70%,6.60%,48.80%,4.20%
2021,10,Mental Health,Adults to Turn to When Depressed,Sexual Orientation,Questioning,56.90%,8.80%,53.10%,6.30%
2021,10,Mental Health,Adults to Turn to When Depressed,Race/Ethnicity,Asian,49.50%,4.80%,46.10%,4.60%
2021,10,Mental Health,Adults to Turn to When Depressed,Race/Ethnicity,Black,46.20%,10.10%,42.00%,8.10%
2021,10,Mental Health,Adults to Turn to When Depressed,Race/Ethnicity,Hispanic,47.10%,8.40%,41.70%,3.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Race/Ethnicity,White,60.80%,3.30%,55.90%,2.10%
2021,10,Mental Health,Adults to Turn to When Depressed,Race/Ethnicity,Multi-race,52.60%,6.20%,47.20%,3.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Any Disability,No,56.40%,2.70%,50.60%,1.80%
2021,10,Mental Health,Adults to Turn to When Depressed,Any Disability,Yes,51.90%,4.60%,50.30%,2.90%
2021,10,Mental Health,Adults to Turn to When Depressed,Physical Disability,No,55.10%,2.40%,50.10%,1.60%
2021,10,Mental Health,Adults to Turn to When Depressed,Physical Disability,Yes,55.30%,7.90%,52.50%,4.90%
2021,10,Mental Health,Adults to Turn to When Depressed,Emotional/Learning Disability,No,55.70%,2.50%,50.40%,1.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Emotional/Learning Disability,Yes,52.80%,5.60%,50.80%,3.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Others Think I Have Disability,No,56.20%,2.50%,50.60%,1.60%
2021,10,Mental Health,Adults to Turn to When Depressed,Others Think I Have Disability,Yes,48.70%,6.50%,49.90%,4.20%
2021,10,Mental Health,Adults to Turn to When Depressed,Physical Activity Limited by Disability,No,55.40%,2.40%,50.30%,1.60%
2021,10,Mental Health,Adults to Turn to When Depressed,Physical Activity Limited by Disability,Yes,53.50%,7.80%,53.10%,5.10%
2021,10,Mental Health,Adults to Turn to When Depressed,Migrant Status,Non-migrant,55.60%,2.40%,50.40%,1.50%
2021,10,Mental Health,Adults to Turn to When Depressed,Migrant Status,Migrant,46.30%,10.00%,45.70%,5.60%
2021,10,Mental Health,Adults to Turn to When Depressed,Military Parents,Non-militrary,55.90%,2.50%,50.50%,1.70%
2021,10,Mental Health,Adults to Turn to When Depressed,Military Parents,Military,50.50%,6.80%,49.90%,3.30%
2021,10,Mental Health,Adults to Turn to When Depressed,Lost Home Due to Finances,No,55.90%,2.30%,50.60%,1.50%
2021,10,Mental Health,Adults to Turn to When Depressed,Lost Home Due to Finances,Yes,37.80%,15.60%,41.80%,9.80%
2021,10,Mental Health,Adults to Turn to When Depressed,Not Enough Money for Food in Past Year,No,56.00%,2.40%,51.10%,1.60%
2021,10,Mental Health,Adults to Turn to When Depressed,Not Enough Money for Food in Past Year,Yes,39.20%,10.80%,37.90%,5.90%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Grades in School,Mostly A's,72.80%,1.90%,71.00%,1.40%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Grades in School,Mostly B's,70.40%,3.30%,65.00%,2.10%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Grades in School,Mostly C's,77.00%,4.50%,67.50%,2.50%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Grades in School,Mostly D's/F's,76.80%,6.20%,70.60%,3.10%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Gender Identity,Male,58.00%,2.40%,52.20%,1.60%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Gender Identity,Female,84.00%,1.90%,81.40%,1.30%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Gender Identity,Transgender,90.00%,13.20%,88.50%,8.70%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Sexual Orientation,Heterosexual,65.70%,1.90%,61.40%,1.30%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Sexual Orientation,Gay or Lesbian,93.20%,4.00%,89.50%,3.50%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Sexual Orientation,Bisexual,89.00%,2.90%,90.80%,1.80%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Sexual Orientation,Questioning,88.80%,3.90%,88.80%,2.90%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,Native American,60.00%,24.80%,59.30%,9.30%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,Asian,68.10%,3.30%,67.40%,3.20%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,Black,55.10%,7.30%,56.50%,5.80%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,Hispanic,70.60%,5.60%,61.60%,2.60%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,Pacific Islander,59.10%,20.60%,65.90%,10.10%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,White,75.30%,2.10%,71.40%,1.40%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Race/Ethnicity,Multi-race,78.70%,3.50%,73.60%,2.40%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Academic  Failure,Low Risk,68.40%,2.90%,65.80%,2.00%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Academic  Failure,High Risk,78.40%,3.20%,70.40%,2.00%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Low Commitment to School,Low Risk,63.70%,3.40%,60.50%,2.30%
2021,10,Mental Health,"Feeling Nervous, Anxious or on Edge",Low Commitment to School,High Risk,79.10%,2.60%,73.70%,1.80%
